,Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers,-log10(pValue)
91,R-DRE-432030,Transport of glycerol from adipocytes to the liver by Aquaporins,1,3,0.00029394473838918284,0.3194338302996055,0.9976233031343844,1,2,0.0002722570106180234,7955,Danio rerio,AQP7,,R-DRE-432074,0.4956190909076095
92,R-HSA-2033519,Activated point mutants of FGFR2,3,23,0.0015189539030511,0.3201572013838398,0.9582515491555914,9,10,0.000717772035601493,9606,Homo sapiens,FGFR2,,R-HSA-2029983;R-HSA-2033486;R-HSA-2033479;R-HSA-2033474;R-HSA-2033490;R-HSA-2029984;R-HSA-2077424;R-HSA-2033488;R-HSA-2033472,0.49463672502491646
93,R-HSA-9665348,Signaling by ERBB2 ECD mutants,3,23,0.0015189539030511,0.3201572013838398,0.9582515491555914,13,15,0.0010766580534022,9606,Homo sapiens,KRAS;EGFR,,R-HSA-9665407;R-HSA-9665406;R-HSA-9665404;R-HSA-9665411;R-HSA-9665410;R-HSA-9665409;R-HSA-9665408;R-HSA-9665415;R-HSA-9665413;R-HSA-9665417;R-HSA-9665416;R-HSA-9665389;R-HSA-9665388,0.49463672502491646
94,R-SSC-432030,Transport of glycerol from adipocytes to the liver by Aquaporins,1,3,0.0003000600120024005,0.324861548676791,0.9921970602113253,1,2,0.0002667733760170735,9823,Sus scrofa,AQP7,,R-SSC-432074,0.4883016896575697
95,R-HSA-112399,IRS-mediated signalling,7,65,0.0042926958129705,0.3326454330946297,0.9582515491555914,3,9,0.0006459948320413437,9606,Homo sapiens,TRIB3;KRAS;FGFR2,,R-HSA-109699;R-HSA-109700;R-HSA-109817,0.4780184346271206
96,R-GGA-8984722,Interleukin-35 Signalling,2,8,0.0009117848187827672,0.335063605732111,0.9974743987201626,2,2,0.00029442072721919626,9031,Gallus gallus,STAT1;JAK1,,R-GGA-8950453;R-GGA-8950522,0.4748727422276727
97,R-HSA-9020558,Interleukin-2 signaling,2,14,0.0009245806366398098,0.3411186906021168,0.9582515491555914,14,19,0.0013637668676428,9606,Homo sapiens,PTK2B;JAK1,,R-HSA-451942;R-HSA-919404;R-HSA-452100;R-HSA-508292;R-HSA-508451;R-HSA-508513;R-HSA-452097;R-HSA-450063;R-HSA-452108;R-HSA-450027;R-HSA-451900;R-HSA-452122;R-HSA-508282;R-HSA-452091,0.46709448404326565
98,R-HSA-190377,FGFR2b ligand binding and activation,2,14,0.0009245806366398098,0.3411186906021168,0.9582515491555914,2,3,0.0002153316106804479,9606,Homo sapiens,FGFR2,,R-HSA-190260;R-HSA-190408,0.46709448404326565
99,R-HSA-9034864,Activated NTRK3 signals through RAS,2,14,0.0009245806366398098,0.3411186906021168,0.9582515491555914,1,4,0.0002871088142405972,9606,Homo sapiens,KRAS,,R-HSA-9036970,0.46709448404326565
100,R-HSA-113510,E2F mediated regulation of DNA replication,3,24,0.0015849953770968,0.3435653612717347,0.9582515491555914,2,4,0.0002871088142405972,9606,Homo sapiens,MCM8;PPP2R1A;ORC3L,,R-HSA-113638;R-HSA-113503,0.4639906287955938
101,R-HSA-881907,Gastrin-CREB signalling pathway via PKC and MAPK,3,24,0.0015849953770968,0.3435653612717347,0.9582515491555914,3,9,0.0006459948320413437,9606,Homo sapiens,KRAS;EGFR,,R-HSA-2179415;R-HSA-2179387;R-HSA-2179407,0.4639906287955938
102,R-SSC-9754706,Atorvastatin ADME,3,16,0.0016003200640128,0.3489899740213629,0.9921970602113253,3,6,0.0008003201280512205,9823,Sus scrofa,PON3;ABCC2;SLCO1B3,,R-SSC-9756177;R-SSC-9757139;R-SSC-9757010,0.45718704951572703
103,R-XTR-8857538,PTK6 promotes HIF1A stabilization,2,8,0.0009426181218333922,0.3496241465329899,0.9971887447023138,5,5,0.0008160600620205648,8364,Xenopus tropicalis,GPNMB;EGFR,,R-XTR-9634702;R-XTR-8857583;R-XTR-8857549;R-XTR-8857577;R-XTR-8857555,0.4563985807747685
104,R-HSA-5679001,Defective ABCC2 causes DJS,1,5,0.0003302073702285035,0.3509936824221061,0.9582515491555914,1,1,7.17772035601493e-05,9606,Homo sapiens,ABCC2,,R-HSA-5679031,0.4547007003829228
105,R-HSA-5579030,Defective CYP19A1 causes AEXS,1,5,0.0003302073702285035,0.3509936824221061,0.9582515491555914,1,1,7.17772035601493e-05,9606,Homo sapiens,CYP19A1,,R-HSA-5601849,0.4547007003829228
106,R-HSA-9673240,Defective gamma-carboxylation of F9,1,5,0.0003302073702285035,0.3509936824221061,0.9582515491555914,1,1,7.17772035601493e-05,9606,Homo sapiens,GGCX,,R-HSA-9673231,0.4547007003829228
107,R-RNO-9020958,Interleukin-21 signaling,2,10,0.0009644131545954288,0.3598506776981861,0.9907144498866054,4,4,0.000506393214330928,10116,Rattus norvegicus,STAT1;JAK1,,R-RNO-9006870;R-RNO-9006873;R-RNO-9006850;R-RNO-9005980,0.4438776750792935
108,R-RNO-8985947,Interleukin-9 signaling,2,10,0.0009644131545954288,0.3598506776981861,0.9907144498866054,9,11,0.00139258133941,10116,Rattus norvegicus,STAT1;JAK1,,R-RNO-8985988;R-RNO-8985914;R-RNO-8985966;R-RNO-8985973;R-RNO-9011748;R-RNO-8985929;R-RNO-8985900;R-RNO-8985981;R-RNO-8985943,0.4438776750792935
109,R-GGA-381033,ATF6 (ATF6-alpha) activates chaperones,1,3,0.0003419193070435377,0.3608709617411165,0.9974743987201626,4,4,0.0005888414544383925,9031,Gallus gallus,ATF6B,,R-GGA-420818;R-GGA-381135;R-GGA-381186;R-GGA-381026,0.4426480629750605
110,R-GGA-432030,Transport of glycerol from adipocytes to the liver by Aquaporins,1,3,0.0003419193070435377,0.3608709617411165,0.9974743987201626,1,2,0.00029442072721919626,9031,Gallus gallus,AQP7,,R-GGA-432074,0.4426480629750605
111,R-DRE-5578768,Physiological factors,2,10,0.0009798157946306091,0.3670417383245898,0.9976233031343844,2,4,0.0005445140212360468,7955,Danio rerio,NPR2;CES3,,R-DRE-5692408;R-DRE-9727567,0.43528454693763907
112,R-XTR-432030,Transport of glycerol from adipocytes to the liver by Aquaporins,1,3,0.0003534817956875221,0.3704748470086141,0.9971887447023138,1,2,0.0003264240248082259,8364,Xenopus tropicalis,AQP7,,R-XTR-432074,0.4312412726406149
113,R-HSA-159740,Gamma-carboxylation of protein precursors,2,15,0.0009906221106855105,0.3720680257983295,0.9582515491555914,9,9,0.0006459948320413437,9606,Homo sapiens,F7;GGCX,,R-HSA-163810;R-HSA-159826;R-HSA-159795;R-HSA-159761;R-HSA-6807214;R-HSA-159819;R-HSA-159803;R-HSA-159752;R-HSA-163820,0.4293776500967078
114,R-HSA-75035,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,2,15,0.0009906221106855105,0.3720680257983295,0.9582515491555914,2,5,0.0003588860178007465,9606,Homo sapiens,YWHAE;CHEK2,,R-HSA-75809;R-HSA-75016,0.4293776500967078
115,R-HSA-9026519,Activated NTRK2 signals through RAS,2,15,0.0009906221106855105,0.3720680257983295,0.9582515491555914,1,4,0.0002871088142405972,9606,Homo sapiens,KRAS,,R-HSA-9026891,0.4293776500967078
116,R-HSA-1250196,SHC1 events in ERBB2 signaling,4,36,0.0023774930656452,0.3779043418133417,0.9582515491555914,5,6,0.0004306632213608958,9606,Homo sapiens,PRKCE;KRAS;EGFR,,R-HSA-1250195;R-HSA-1250486;R-HSA-8934446;R-HSA-1963578;R-HSA-1250463,0.4226181183641616
117,R-MMU-8931987,RUNX1 regulates estrogen receptor mediated transcription,1,4,0.0003708511032820323,0.3846315778879383,0.9874282648238504,1,1,0.000122040517451794,10090,Mus musculus,ESR1,,R-MMU-8931981,0.41495506346855054
118,R-MMU-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,1,4,0.0003708511032820323,0.3846315778879383,0.9874282648238504,1,2,0.000244081034903588,10090,Mus musculus,ESR1,,R-MMU-8937369,0.41495506346855054
119,R-MMU-163765,ChREBP activates metabolic gene expression,1,4,0.0003708511032820323,0.3846315778879383,0.9874282648238504,1,3,0.000366121552355382,10090,Mus musculus,ACACA,,R-MMU-163743,0.41495506346855054
120,R-MMU-8985947,Interleukin-9 signaling,2,11,0.0010198405340255,0.3855755919153514,0.9874282648238504,10,13,0.0015865267268733,10090,Mus musculus,STAT1;JAK1,,R-MMU-8985943;R-MMU-8985981;R-MMU-9011748;R-MMU-8985929;R-MMU-8985973;R-MMU-8985914;R-MMU-8985966;R-MMU-8985900;R-MMU-8963734;R-MMU-8985988,0.4138904660347276
121,R-MMU-9031628,NGF-stimulated transcription,2,11,0.0010198405340255,0.3855755919153514,0.9874282648238504,2,4,0.000488162069807176,10090,Mus musculus,EGR2;SRF,,R-MMU-9612509;R-MMU-9613213,0.4138904660347276
122,R-HSA-2428928,IRS-related events triggered by IGF1R,7,69,0.0045568617091533,0.3880515172397663,0.9582515491555914,3,12,0.0008613264427217916,9606,Homo sapiens,TRIB3;KRAS;FGFR2,,R-HSA-109699;R-HSA-109700;R-HSA-109817,0.4111106141796629
123,R-CFA-877312,Regulation of IFNG signaling,2,10,0.0010289124395513,0.3897437741074384,0.9928297628453584,2,2,0.00026994196247806724,9615,Canis familiaris,STAT1;JAK1,,R-CFA-877269;R-CFA-997326,0.40922081364362506
124,R-CFA-8985947,Interleukin-9 signaling,2,10,0.0010289124395513,0.3897437741074384,0.9928297628453584,9,11,0.0014846807936293,9615,Canis familiaris,STAT1;JAK1,,R-CFA-8985900;R-CFA-8985981;R-CFA-8985943;R-CFA-8985988;R-CFA-9011748;R-CFA-8985914;R-CFA-8985966;R-CFA-8985973;R-CFA-8985929,0.40922081364362506
125,R-HSA-1236382,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,3,26,0.0017170783251882,0.3900919194780783,0.9582515491555914,22,23,0.0016508756818834,9606,Homo sapiens,KRAS;EGFR,,R-HSA-1218833;R-HSA-1225947;R-HSA-1226014;R-HSA-1225950;R-HSA-1225951;R-HSA-1226012;R-HSA-1225949;R-HSA-1220610;R-HSA-1220611;R-HSA-1247842;R-HSA-1247841;R-HSA-1226016;R-HSA-1225952;R-HSA-1220614;R-HSA-1220612;R-HSA-1225956;R-HSA-1220613;R-HSA-1247844;R-HSA-1225957;R-HSA-1225960;R-HSA-1225961;R-HSA-1169421,0.4088330457467271
126,R-HSA-5637815,Signaling by Ligand-Responsive EGFR Variants in Cancer,3,26,0.0017170783251882,0.3900919194780783,0.9582515491555914,22,23,0.0016508756818834,9606,Homo sapiens,KRAS;EGFR,,R-HSA-1218833;R-HSA-1225947;R-HSA-1226014;R-HSA-1225950;R-HSA-1225951;R-HSA-1226012;R-HSA-1225949;R-HSA-1220610;R-HSA-1220611;R-HSA-1247842;R-HSA-1247841;R-HSA-1226016;R-HSA-1225952;R-HSA-1220614;R-HSA-1220612;R-HSA-1225956;R-HSA-1220613;R-HSA-1247844;R-HSA-1225957;R-HSA-1225960;R-HSA-1225961;R-HSA-1169421,0.4088330457467271
127,R-HSA-392170,ADP signalling through P2Y purinoceptor 12,3,26,0.0017170783251882,0.3900919194780783,0.9582515491555914,3,4,0.0002871088142405972,9606,Homo sapiens,GNB2;GNB3;GNAI2,,R-HSA-392195;R-HSA-392187;R-HSA-392202,0.4088330457467271
128,R-HSA-167044,Signalling to RAS,3,26,0.0017170783251882,0.3900919194780783,0.9582515491555914,4,10,0.000717772035601493,9606,Homo sapiens,KRAS;MAPK13,,R-HSA-171026;R-HSA-5686071;R-HSA-171011;R-HSA-170986,0.4088330457467271
129,R-BTA-8931987,RUNX1 regulates estrogen receptor mediated transcription,1,4,0.0003831784653702462,0.3944854782286592,0.9917786650805974,1,1,0.00012615112905260502,9913,Bos taurus,ESR1,,R-BTA-8931981,0.403968979377858
130,R-BTA-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,1,4,0.0003831784653702462,0.3944854782286592,0.9917786650805974,1,2,0.00025230225810521004,9913,Bos taurus,ESR1,,R-BTA-8937369,0.403968979377858
131,R-BTA-163765,ChREBP activates metabolic gene expression,1,4,0.0003831784653702462,0.3944854782286592,0.9917786650805974,1,3,0.0003784533871578151,9913,Bos taurus,ACACA,,R-BTA-163743,0.403968979377858
132,R-RNO-381340,Transcriptional regulation of white adipocyte differentiation,1,4,0.0003857652618381714,0.3965331394891611,0.9907144498866054,2,2,0.000253196607165464,10116,Rattus norvegicus,PPARG,,R-RNO-9732629;R-RNO-381262,0.40172051150941696
133,R-RNO-8931987,RUNX1 regulates estrogen receptor mediated transcription,1,4,0.0003857652618381714,0.3965331394891611,0.9907144498866054,1,1,0.000126598303582732,10116,Rattus norvegicus,ESR1,,R-RNO-8931981,0.40172051150941696
134,R-RNO-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,1,4,0.0003857652618381714,0.3965331394891611,0.9907144498866054,1,2,0.000253196607165464,10116,Rattus norvegicus,ESR1,,R-RNO-8937369,0.40172051150941696
135,R-BTA-391160,Signal regulatory protein family interactions,2,11,0.0010537407797681,0.4010856347901333,0.9917786650805974,7,7,0.0008830579033682352,9913,Bos taurus,PTK2B;SIRPA,,R-BTA-391153;R-BTA-391157;R-BTA-391155;R-BTA-391151;R-BTA-391158;R-BTA-391168;R-BTA-391152,0.396762892351681
136,R-BTA-8985947,Interleukin-9 signaling,2,11,0.0010537407797681,0.4010856347901333,0.9917786650805974,10,13,0.0016399646776838,9913,Bos taurus,STAT1;JAK1,,R-BTA-8985973;R-BTA-8985914;R-BTA-8985966;R-BTA-8985929;R-BTA-9011748;R-BTA-8985988;R-BTA-8985943;R-BTA-8985981;R-BTA-8985900;R-BTA-8963734,0.396762892351681
137,R-DRE-8931987,RUNX1 regulates estrogen receptor mediated transcription,1,4,0.0003919263178522438,0.401382297977501,0.9976233031343844,1,1,0.0001361285053090117,7955,Danio rerio,ESR1,,R-DRE-8931981,0.3964417849631708
138,R-HSA-877312,Regulation of IFNG signaling,2,16,0.0010566635847312,0.4024142818955314,0.9582515491555914,4,4,0.0002871088142405972,9606,Homo sapiens,STAT1;JAK1,,R-HSA-877308;R-HSA-997326;R-HSA-877269;R-HSA-877281,0.3953266143379311
139,R-HSA-209543,p75NTR recruits signalling complexes,2,16,0.0010566635847312,0.4024142818955314,0.9582515491555914,8,9,0.0006459948320413437,9606,Homo sapiens,IRAK1,,R-HSA-193665;R-HSA-193686;R-HSA-193684;R-HSA-193641;R-HSA-193694;R-HSA-193647;R-HSA-209566;R-HSA-193695,0.3953266143379311
140,R-HSA-8984722,Interleukin-35 Signalling,2,16,0.0010566635847312,0.4024142818955314,0.9582515491555914,18,26,0.0018662072925638,9606,Homo sapiens,STAT1;JAK1,,R-HSA-8984012;R-HSA-8983983;R-HSA-8984014;R-HSA-8984001;R-HSA-8983841;R-HSA-8984963;R-HSA-8983845;R-HSA-8950405;R-HSA-8984964;R-HSA-8983835;R-HSA-8950522;R-HSA-6809140;R-HSA-8983834;R-HSA-8983996;R-HSA-8983518;R-HSA-8984021;R-HSA-8950453;R-HSA-8984023,0.3953266143379311
141,R-HSA-159854,"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",2,16,0.0010566635847312,0.4024142818955314,0.9582515491555914,11,27,0.001937984496124,9606,Homo sapiens,F7;GGCX,,R-HSA-163810;R-HSA-159826;R-HSA-159795;R-HSA-159761;R-HSA-159783;R-HSA-6807214;R-HSA-159819;R-HSA-159803;R-HSA-159752;R-HSA-159868;R-HSA-163820,0.3953266143379311
142,R-HSA-8851805,MET activates RAS signaling,2,16,0.0010566635847312,0.4024142818955314,0.9582515491555914,3,10,0.000717772035601493,9606,Homo sapiens,KRAS,,R-HSA-8851877;R-HSA-8851827;R-HSA-8851899,0.3953266143379311
143,R-HSA-2428933,SHC-related events triggered by IGF1R,2,16,0.0010566635847312,0.4024142818955314,0.9582515491555914,1,5,0.0003588860178007465,9606,Homo sapiens,KRAS,,R-HSA-5686318,0.3953266143379311
144,R-HSA-9028731,Activated NTRK2 signals through FRS2 and FRS3,2,16,0.0010566635847312,0.4024142818955314,0.9582515491555914,1,7,0.0005024404249210451,9606,Homo sapiens,KRAS,,R-HSA-9032067,0.3953266143379311
145,R-HSA-9634285,Constitutive Signaling by Overexpressed ERBB2,2,16,0.0010566635847312,0.4024142818955314,0.9582515491555914,1,8,0.0005742176284811944,9606,Homo sapiens,KRAS,,R-HSA-9634418,0.3953266143379311
146,R-RNO-8984722,Interleukin-35 Signalling,2,11,0.0010608544700549,0.4043169184067783,0.9907144498866054,10,11,0.00139258133941,10116,Rattus norvegicus,STAT1;JAK1,,R-RNO-8950405;R-RNO-8983834;R-RNO-8984014;R-RNO-8984021;R-RNO-8984023;R-RNO-8983835;R-RNO-8984012;R-RNO-8950453;R-RNO-8983841;R-RNO-8983845,0.39327808548557663
147,R-RNO-9031628,NGF-stimulated transcription,2,11,0.0010608544700549,0.4043169184067783,0.9907144498866054,2,4,0.000506393214330928,10116,Rattus norvegicus,EGR2;SRF,,R-RNO-9612509;R-RNO-9613213,0.39327808548557663
148,R-HSA-1296025,ATP sensitive Potassium channels,1,6,0.0003962488442742042,0.404761152380104,0.9582515491555914,2,2,0.0001435544071202986,9606,Homo sapiens,KCNJ8,,R-HSA-1296024;R-HSA-1369017,0.39280117629808875
149,R-HSA-1251932,PLCG1 events in ERBB2 signaling,1,6,0.0003962488442742042,0.404761152380104,0.9582515491555914,2,2,0.0001435544071202986,9606,Homo sapiens,EGFR,,R-HSA-1251922;R-HSA-1251944,0.39280117629808875
150,R-HSA-5579024,Defective MAT1A causes MATD,1,6,0.0003962488442742042,0.404761152380104,0.9582515491555914,1,1,7.17772035601493e-05,9606,Homo sapiens,MAT1A,,R-HSA-5603087,0.39280117629808875
151,R-HSA-140834,Extrinsic Pathway of Fibrin Clot Formation,1,6,0.0003962488442742042,0.404761152380104,0.9582515491555914,7,8,0.0005742176284811944,9606,Homo sapiens,F7,,R-HSA-140736;R-HSA-140769;R-HSA-140823;R-HSA-140825;R-HSA-140777;R-HSA-140783;R-HSA-140748,0.39280117629808875
152,R-HSA-205025,NADE modulates death signalling,1,6,0.0003962488442742042,0.404761152380104,0.9582515491555914,1,3,0.0002153316106804479,9606,Homo sapiens,YWHAE,,R-HSA-204981,0.39280117629808875
153,R-SSC-8931987,RUNX1 regulates estrogen receptor mediated transcription,1,4,0.00040008001600320064,0.4077399878438552,0.9921970602113253,1,1,0.00013338668800853674,9823,Sus scrofa,ESR1,,R-SSC-8931981,0.3896166943650651
154,R-SSC-163765,ChREBP activates metabolic gene expression,1,4,0.00040008001600320064,0.4077399878438552,0.9921970602113253,1,2,0.0002667733760170735,9823,Sus scrofa,ACACA,,R-SSC-163743,0.3896166943650651
155,R-HSA-9671555,Signaling by PDGFR in disease,3,27,0.0017831197992339,0.4130629075121032,0.9582515491555914,4,24,0.0017226528854435,9606,Homo sapiens,STAT1;KRAS,,R-HSA-9672163;R-HSA-9672176;R-HSA-9672170;R-HSA-9672159,0.38398380232691903
156,R-SSC-2179392,EGFR Transactivation by Gastrin,2,11,0.0011002200440088,0.4220430714643814,0.9921970602113253,3,4,0.000533546752034147,9823,Sus scrofa,KRAS;EGFR,,R-SSC-2179407;R-SSC-2179415;R-SSC-2179387,0.3746432249985775
157,R-SSC-8985947,Interleukin-9 signaling,2,11,0.0011002200440088,0.4220430714643814,0.9921970602113253,8,11,0.0014672535680939,9823,Sus scrofa,STAT1;JAK1,,R-SSC-8985914;R-SSC-8985966;R-SSC-8985988;R-SSC-8985900;R-SSC-8985981;R-SSC-8985943;R-SSC-8985973;R-SSC-8985929,0.3746432249985775
158,R-SSC-9031628,NGF-stimulated transcription,2,11,0.0011002200440088,0.4220430714643814,0.9921970602113253,2,4,0.000533546752034147,9823,Sus scrofa,EGR2;SRF,,R-SSC-9613213;R-SSC-9612509,0.3746432249985775
159,R-BTA-9754706,Atorvastatin ADME,3,19,0.0018200977105086,0.4258058137491181,0.9917786650805974,3,10,0.001261511290526,9913,Bos taurus,PON3;ABCC2;SLCO1B3,,R-BTA-9757010;R-BTA-9757139;R-BTA-9756177,0.37078841320787864
160,R-MMU-9020958,Interleukin-21 signaling,2,12,0.001112553309846,0.4275406640309855,0.9874282648238504,5,5,0.00061020258725897,10090,Mus musculus,STAT1;JAK1,,R-MMU-9006844;R-MMU-9006850;R-MMU-9005980;R-MMU-9006873;R-MMU-9006870,0.3690225725746389
161,R-MMU-8984722,Interleukin-35 Signalling,2,12,0.001112553309846,0.4275406640309855,0.9874282648238504,13,17,0.0020746887966804,10090,Mus musculus,STAT1;JAK1,,R-MMU-8983983;R-MMU-8983834;R-MMU-8950405;R-MMU-8984012;R-MMU-8983835;R-MMU-8950522;R-MMU-8983996;R-MMU-8984014;R-MMU-8983845;R-MMU-8983841;R-MMU-8950453;R-MMU-8984023;R-MMU-8984021,0.3690225725746389
162,R-MMU-2179392,EGFR Transactivation by Gastrin,2,12,0.001112553309846,0.4275406640309855,0.9874282648238504,3,5,0.00061020258725897,10090,Mus musculus,KRAS;EGFR,,R-MMU-2179387;R-MMU-2179415;R-MMU-2179407,0.3690225725746389
163,R-HSA-2428924,IGF1R signaling cascade,7,72,0.0047549861312904,0.4297572249493637,0.9582515491555914,4,17,0.0012202124605225,9606,Homo sapiens,TRIB3;KRAS;FGFR2,,R-HSA-109699;R-HSA-109700;R-HSA-109817;R-HSA-5686318,0.3667768133511717
164,R-HSA-190375,FGFR2c ligand binding and activation,2,17,0.0011227050587769,0.4320450763709507,0.9582515491555914,2,2,0.0001435544071202986,9606,Homo sapiens,FGFR2,,R-HSA-190258;R-HSA-190413,0.3644709397640148
165,R-HSA-9619665,EGR2 and SOX10-mediated initiation of Schwann cell myelination,4,39,0.0025756174877823,0.4355034704533125,0.9582515491555914,21,26,0.0018662072925638,9606,Homo sapiens,EGR2;GJB1;LAMB2,,R-HSA-9619666;R-HSA-9619667;R-HSA-9615638;R-HSA-9621399;R-HSA-9616116;R-HSA-9619668;R-HSA-9614773;R-HSA-9614778;R-HSA-9621400;R-HSA-9621406;R-HSA-9618559;R-HSA-9621404;R-HSA-9621410;R-HSA-9614787;R-HSA-9621411;R-HSA-9613760;R-HSA-9614790;R-HSA-9618725;R-HSA-9615626;R-HSA-9613768;R-HSA-9619657,0.36100837982344086
166,R-HSA-912694,Regulation of IFNA/IFNB signaling,3,28,0.0018491612732796,0.4357528470135111,0.9582515491555914,4,5,0.0003588860178007465,9606,Homo sapiens,STAT1;JAK1,,R-HSA-997311;R-HSA-997309;R-HSA-912680;R-HSA-997314,0.3607597667234917
167,R-HSA-112409,RAF-independent MAPK1/3 activation,3,28,0.0018491612732796,0.4357528470135111,0.9582515491555914,4,12,0.0008613264427217916,9606,Homo sapiens,DUSP10;DUSP9;JAK1,,R-HSA-109857;R-HSA-109858;R-HSA-5675376;R-HSA-5675373,0.3607597667234917
168,R-HSA-879518,Transport of organic anions,3,28,0.0018491612732796,0.4357528470135111,0.9582515491555914,3,9,0.0006459948320413437,9606,Homo sapiens,SLCO1B3;SLCO1A2;SLC16A2,,R-HSA-194130;R-HSA-879575;R-HSA-194079,0.3607597667234917
169,R-CFA-9020958,Interleukin-21 signaling,2,11,0.0011318036835065,0.4360660188841085,0.9928297628453584,4,4,0.0005398839249561345,9615,Canis familiaris,STAT1;JAK1,,R-CFA-9006870;R-CFA-9006873;R-CFA-9005980;R-CFA-9006850,0.36044775507415033
170,R-CFA-9031628,NGF-stimulated transcription,2,11,0.0011318036835065,0.4360660188841085,0.9928297628453584,2,4,0.0005398839249561345,9615,Canis familiaris,EGR2;SRF,,R-CFA-9613213;R-CFA-9612509,0.36044775507415033
171,R-MMU-9754706,Atorvastatin ADME,3,20,0.0018542555164101,0.4374897522121539,0.9874282648238504,2,10,0.0012204051745179,10090,Mus musculus,PON3;ABCC2;ABCB4,,R-MMU-9756177;R-MMU-9757139,0.35903211546415464
172,R-GGA-9020958,Interleukin-21 signaling,2,10,0.0011397310234784,0.4395566957730843,0.9974743987201626,4,4,0.0005888414544383925,9031,Gallus gallus,STAT1;JAK1,,R-GGA-9006873;R-GGA-9006850;R-GGA-9005980;R-GGA-9006870,0.35698509994546523
173,R-GGA-8985947,Interleukin-9 signaling,2,10,0.0011397310234784,0.4395566957730843,0.9974743987201626,9,10,0.0014721036360959,9031,Gallus gallus,STAT1;JAK1,,R-GGA-8985981;R-GGA-8985943;R-GGA-9011748;R-GGA-8985988;R-GGA-8985914;R-GGA-8985966;R-GGA-8985900;R-GGA-8985973;R-GGA-8985929,0.35698509994546523
174,R-HSA-2404192,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),7,73,0.0048210276053361,0.4435961860947335,0.9582515491555914,4,19,0.0013637668676428,9606,Homo sapiens,TRIB3;KRAS;FGFR2,,R-HSA-109699;R-HSA-109700;R-HSA-109817;R-HSA-5686318,0.3530121964388653
